log_id,timestamp,user_id,event_type,session_id
10090,2024-03-08 06:55:30.256958,User_382,logout,825
10091,2024-03-02 09:11:57.304864,User_373,logout,948
10092,2024-03-02 11:41:42.224019,User_267,logout,465
10093,2024-03-05 07:41:27.335949,User_382,purchase,550
10094,2024-03-06 16:43:26.7258,User_70,purchase,622
10095,2024-03-06 14:15:49.22086,User_157,login,965
10096,2024-03-06 21:44:18.696786,User_382,login,711
10097,2024-03-06 17:02:31.898707,User_461,page_view,59
10098,2024-03-03 04:43:58.562293,User_278,purchase,986
10099,2024-03-02 16:06:33.064858,User_483,logout,556
10100,2024-03-10 23:59:46.968361,User_156,click,483
10101,2024-03-08 16:34:40.524725,User_103,click,181
10102,2024-03-02 16:30:13.355561,User_105,logout,266
10103,2024-03-01 01:10:34.56589,User_339,logout,649
10104,2024-03-07 14:28:59.98753,User_416,click,260
10105,2024-03-09 03:23:26.252823,User_83,purchase,936
10106,2024-03-09 04:58:33.582133,User_217,,762
10107,2024-03-02 12:08:38.891824,User_94,,511
10108,2024-03-07 06:10:40.225162,User_11,logout,128
10109,2024-03-09 12:14:14.797719,User_166,click,539
10110,2024-03-08 23:41:35.450208,User_286,page_view,249
10111,2024-03-01 17:28:38.100256,User_488,purchase,44
10112,2024-03-08 23:22:36.404374,User_459,click,624
10113,2024-03-02 00:12:53.970503,User_333,login,954
10114,2024-03-07 21:05:44.724985,User_407,logout,938
10115,2024-03-09 00:43:16.495824,User_15,click,993
10116,2024-03-06 06:02:37.468934,User_293,click,997
10117,2024-03-06 12:32:05.250164,User_212,click,618
10118,2024-03-09 15:17:13.72552,User_470,purchase,417
10119,2024-03-02 23:29:51.084581,User_396,logout,793
10120,2024-03-07 20:59:09.044543,User_79,logout,716
10121,2024-03-06 15:50:41.064945,User_224,,902
10122,2024-03-08 17:52:48.143668,User_387,purchase,241
10123,2024-03-05 05:32:52.997717,User_41,click,995
10124,2024-03-06 08:39:58.396419,User_297,logout,896
10125,2024-03-05 01:46:08.607577,User_147,purchase,97
10126,2024-03-02 08:38:40.206689,User_489,login,808
10127,2024-03-03 09:04:36.50894,User_467,click,453
10128,2024-03-04 21:41:29.876094,User_379,click,977
10129,2024-03-09 22:33:44.371491,User_45,click,14
10130,2024-03-03 23:22:18.731733,User_31,click,69
10131,2024-03-07 05:32:44.930141,User_350,page_view,29
10132,2024-03-10 21:59:54.830314,User_138,login,289
10133,2024-03-07 06:15:23.951676,User_213,page_view,454
10134,2024-03-10 15:16:17.633572,User_95,click,858
10135,2024-03-07 17:59:58.717755,User_46,,232
10136,2024-03-05 16:10:44.642382,User_130,page_view,347
10137,2024-03-10 18:54:52.962463,User_71,logout,97
10138,2024-03-06 15:23:18.472423,User_57,click,978
10139,2024-03-04 13:04:17.254806,User_289,logout,674
10140,2024-03-07 02:01:28.962836,User_118,purchase,805
10141,2024-03-05 04:00:31.712194,User_463,login,205
10142,2024-03-10 00:50:49.313712,User_229,page_view,377
10143,2024-03-03 02:16:09.256307,User_318,click,251
10144,2024-03-06 13:41:06.623995,User_249,login,795
10145,2024-03-07 05:31:39.525562,User_251,click,838
10146,2024-03-01 22:40:07.83189,User_183,purchase,34
10147,2024-03-10 02:25:48.076114,User_467,page_view,371
10148,2024-03-05 06:15:59.780425,User_313,purchase,427
10149,2024-03-02 05:51:00.703242,User_232,logout,806
10150,2024-03-08 00:47:24.070971,User_51,page_view,194
10151,2024-03-02 13:04:10.626776,User_418,page_view,132
10152,2024-03-08 03:57:14.119784,User_188,page_view,792
10153,2024-03-01 02:22:24.112419,User_65,page_view,778
10154,2024-03-03 14:02:59.681047,User_252,click,981
10155,2024-03-02 17:20:43.204971,User_133,purchase,664
10156,2024-03-04 11:54:06.431862,User_86,,176
10157,2024-03-04 08:36:28.899651,User_54,click,849
10158,2024-03-04 17:58:38.512785,User_442,page_view,996
10159,2024-03-03 18:36:28.156711,User_177,click,381
10160,2024-03-02 04:26:46.650816,User_208,purchase,758
10161,2024-03-04 07:29:12.497702,User_66,login,656
10162,2024-03-09 06:19:36.444286,User_164,click,501
10163,2024-03-01 06:31:39.897835,User_113,click,982
10164,2024-03-07 08:59:46.578286,User_65,purchase,458
10165,2024-03-08 21:25:37.363251,User_360,purchase,170
10166,2024-03-07 16:59:07.858583,User_266,click,356
10167,2024-03-06 10:52:24.176967,User_153,purchase,647
10168,2024-03-08 13:43:57.637958,User_468,purchase,286
10169,2024-03-02 00:42:03.131033,User_477,purchase,692
10170,2024-03-02 15:43:31.652097,User_135,logout,507
10171,2024-03-05 12:20:52.018797,User_336,page_view,506
10172,2024-03-07 03:49:30.797271,User_409,purchase,529
10173,2024-03-10 22:39:04.036568,User_57,logout,397
10174,2024-03-05 08:31:06.604398,User_164,logout,889
10175,2024-03-07 21:57:57.661798,User_108,click,276
10176,2024-03-05 07:10:22.576181,User_52,login,870
10177,2024-03-08 10:33:02.23585,User_60,click,812
10178,2024-03-04 22:03:10.436182,User_144,purchase,924
10179,2024-03-01 15:11:49.190358,User_4,click,497
10180,2024-03-10 12:51:23.442563,User_337,purchase,15
10181,2024-03-08 11:56:26.534982,User_233,,376
10182,2024-03-06 05:31:33.149139,User_3,login,421
10183,2024-03-08 05:09:44.564807,User_341,purchase,307
10184,2024-03-04 03:40:39.59602,User_153,click,794
10185,2024-03-09 20:55:35.397817,User_167,click,536
10186,2024-03-04 03:05:59.539501,User_498,page_view,221
10187,2024-03-02 10:56:53.795488,User_445,logout,740
10188,2024-03-04 16:21:16.698348,User_468,,256
10189,2024-03-01 14:01:25.472306,User_376,,424
10190,2024-03-03 00:09:01.871637,User_183,page_view,745
10191,2024-03-04 03:08:01.790573,User_385,click,254
10192,2024-03-08 22:18:47.681774,User_437,,306
10193,2024-03-09 13:55:58.93319,User_216,login,921
10194,2024-03-04 16:29:08.138496,User_3,click,710
10195,2024-03-08 04:30:24.244884,User_113,logout,24
10196,2024-03-02 12:53:52.506124,User_268,click,740
10197,2024-03-07 09:12:32.059616,User_472,click,762
10198,2024-03-05 08:03:38.130691,User_443,,336
10199,2024-03-05 04:21:11.784791,User_47,purchase,380
10200,2024-03-03 20:21:09.004379,User_448,page_view,274
10201,2024-03-10 13:11:12.916505,User_66,logout,604
10202,2024-03-04 16:37:50.741951,User_487,purchase,279
10203,2024-03-09 10:29:08.916002,User_389,logout,648
10204,2024-03-10 03:48:57.788008,User_144,page_view,259
10205,2024-03-07 18:53:40.36635,User_80,logout,722
10206,2024-03-05 05:15:07.440046,User_470,login,711
10207,2024-03-06 00:29:51.335527,User_481,click,771
10208,2024-03-10 05:34:33.929418,User_264,login,390
10209,2024-03-05 06:00:41.341703,User_252,logout,812
10210,2024-03-05 10:00:31.698595,User_377,,242
10211,2024-03-07 03:07:44.471869,User_72,page_view,659
10212,2024-03-06 05:26:15.038353,User_336,page_view,843
10213,2024-03-07 01:52:03.899422,User_30,logout,408
10214,2024-03-04 02:32:21.01688,User_342,page_view,935
10215,2024-03-09 00:15:13.694218,User_374,,512
10216,2024-03-01 22:32:14.255408,User_195,,518
10217,2024-03-05 20:04:55.759265,User_160,,818
10218,2024-03-04 14:09:37.090132,User_187,logout,738
10219,2024-03-04 07:21:35.343585,User_232,login,851
10220,2024-03-10 15:54:29.552702,User_94,,527
10221,2024-03-02 13:52:14.900627,User_281,page_view,862
10222,2024-03-03 05:25:38.482693,User_461,purchase,968
10223,2024-03-04 06:53:43.838983,User_65,click,691
10224,2024-03-03 11:32:19.223668,User_336,page_view,418
10225,2024-03-07 00:54:27.639587,User_294,page_view,960
10226,2024-03-05 03:41:34.907961,User_408,login,235
10227,2024-03-09 11:11:25.337055,User_122,,61
10228,2024-03-04 22:54:33.708469,User_14,purchase,977
10229,2024-03-02 21:19:28.540809,User_287,page_view,158
10230,2024-03-08 03:06:51.890487,User_281,login,404
10231,2024-03-08 10:41:52.646335,User_322,purchase,627
10232,2024-03-08 08:10:04.867,User_106,click,609
10233,2024-03-01 08:24:29.397454,User_255,,318
10234,2024-03-07 03:38:12.722944,User_175,purchase,833
10235,2024-03-03 02:09:27.385668,User_251,logout,16
10236,2024-03-09 06:12:39.483357,User_283,purchase,591
10237,2024-03-03 03:02:37.186141,User_68,page_view,200
10238,2024-03-10 06:15:28.605792,User_470,page_view,383
10239,2024-03-01 17:53:28.022456,User_146,purchase,999
10240,2024-03-08 12:02:09.410826,User_136,logout,208
10241,2024-03-04 05:31:39.153284,User_277,logout,332
10242,2024-03-01 07:34:26.679089,User_449,purchase,416
10243,2024-03-01 06:55:32.947062,User_256,page_view,578
10244,2024-03-09 15:10:30.818311,User_489,purchase,302
10245,2024-03-10 11:06:21.475972,User_143,page_view,553
10246,2024-03-08 07:07:17.204276,User_384,click,97
10247,2024-03-10 13:48:10.016958,User_436,page_view,261
10248,2024-03-02 17:12:52.102465,User_46,page_view,572
10249,2024-03-05 09:28:06.78905,User_375,login,601
10250,2024-03-09 02:42:22.859015,User_113,login,647
10251,2024-03-04 00:19:54.226829,User_248,purchase,587
10252,2024-03-05 05:18:12.85375,User_167,page_view,103
10253,2024-03-05 04:01:35.623469,User_444,page_view,441
10254,2024-03-09 02:48:26.798465,User_34,purchase,54
10255,2024-03-02 02:40:48.290753,User_473,page_view,170
10256,2024-03-07 13:45:36.214943,User_126,logout,49
10257,2024-03-01 05:37:25.138383,User_167,logout,135
10258,2024-03-07 18:31:23.689768,User_256,logout,819
10259,2024-03-09 21:19:31.211625,User_175,,392
10260,2024-03-04 20:03:30.975944,User_368,purchase,377
10261,2024-03-03 17:21:47.524274,User_37,,134
10262,2024-03-01 15:25:54.669441,User_261,click,313
10263,2024-03-01 08:28:55.989188,User_132,purchase,321
10264,2024-03-03 22:59:10.757014,User_436,page_view,565
10265,2024-03-08 16:24:41.914492,User_182,logout,583
10266,2024-03-07 20:39:48.77662,User_78,login,462
10267,2024-03-06 03:03:34.496825,User_309,login,351
10268,2024-03-09 02:19:23.755808,User_436,purchase,881
10269,2024-03-10 22:07:35.647817,User_95,page_view,135
10270,2024-03-02 14:50:20.651368,User_7,login,541
10271,2024-03-04 19:40:33.224467,User_427,,445
10272,2024-03-01 10:34:23.341027,User_84,,671
10273,2024-03-03 18:10:34.570632,User_399,,723
10274,2024-03-04 07:18:02.193045,User_26,purchase,534
10275,2024-03-04 19:11:44.359462,User_324,login,580
10276,2024-03-09 05:51:15.226411,User_235,click,387
10277,2024-03-04 16:28:24.330269,User_294,login,869
10278,2024-03-10 00:18:30.026715,User_284,page_view,56
10279,2024-03-01 00:12:44.550613,User_189,logout,988
10280,2024-03-06 14:28:42.62306,User_346,purchase,514
10281,2024-03-01 02:31:49.438349,User_493,logout,507
10282,2024-03-10 20:43:55.387005,User_259,page_view,412
10283,2024-03-08 05:33:31.179507,User_148,purchase,583
10284,2024-03-03 05:01:08.471692,User_199,logout,986
10285,2024-03-09 04:01:50.898312,User_374,purchase,612
10286,2024-03-06 13:36:24.844452,User_176,click,893
10287,2024-03-08 14:40:38.634829,User_207,logout,364
10288,2024-03-10 00:34:31.979054,User_156,login,777
10289,2024-03-04 19:27:18.98193,User_70,click,394
10290,2024-03-03 19:46:18.912359,User_192,purchase,901
10291,2024-03-09 20:56:56.217352,User_412,logout,402
10292,2024-03-07 09:57:06.450562,User_162,purchase,860
10293,2024-03-06 20:26:46.589104,User_176,login,113
10294,2024-03-08 11:31:35.272976,User_46,click,579
10295,2024-03-10 10:39:54.971955,User_365,click,271
10296,2024-03-04 06:32:48.153233,User_176,click,556
10297,2024-03-02 08:27:52.254865,User_292,page_view,906
10298,2024-03-04 16:48:03.309161,User_353,login,572
10299,2024-03-01 23:10:01.924428,User_11,logout,438
10300,2024-03-05 14:14:27.479382,User_278,click,506
10301,2024-03-03 18:16:28.941873,User_97,page_view,726
10302,2024-03-02 17:19:34.064583,User_24,purchase,188
10303,2024-03-02 20:02:35.326504,User_148,click,148
10304,2024-03-10 11:11:23.393074,User_222,page_view,385
10305,2024-03-10 19:36:24.316869,User_163,page_view,198
10306,2024-03-10 11:05:38.830319,User_187,click,744
10307,2024-03-05 08:51:31.52516,User_286,click,349
10308,2024-03-02 17:09:38.218652,User_458,logout,500
10309,2024-03-01 03:09:09.411008,User_410,login,907
10310,2024-03-01 12:51:26.271771,User_483,logout,610
10311,2024-03-10 07:54:09.489108,User_167,page_view,875
10312,2024-03-04 00:55:39.534459,User_464,,645
10313,2024-03-06 07:20:32.717931,User_346,click,315
10314,2024-03-08 06:53:04.106638,User_352,page_view,441
10315,2024-03-05 21:10:19.846687,User_259,click,9
10316,2024-03-08 12:46:31.318527,User_364,page_view,339
10317,2024-03-10 21:27:28.370989,User_265,page_view,448
10318,2024-03-07 10:09:47.107123,User_322,purchase,802
10319,2024-03-03 14:30:15.041439,User_387,page_view,112
10320,2024-03-08 10:18:33.345259,User_293,page_view,743
10321,2024-03-04 17:45:13.641063,User_346,,37
10322,2024-03-02 13:15:32.406229,User_249,page_view,676
10323,2024-03-05 20:03:43.939031,User_391,page_view,129
10324,2024-03-05 01:23:26.693664,User_223,purchase,496
10325,2024-03-04 02:34:56.837894,User_65,,285
10326,2024-03-02 06:56:38.804242,User_84,page_view,351
10327,2024-03-04 14:05:44.767341,User_56,,251
10328,2024-03-09 13:27:19.830708,User_47,page_view,946
10329,2024-03-02 07:09:21.728843,User_14,logout,412
10330,2024-03-07 16:55:04.965524,User_1,page_view,987
10331,2024-03-01 10:39:03.376572,User_483,login,59
10332,2024-03-10 04:23:52.890809,User_386,logout,291
10333,2024-03-02 14:25:36.49916,User_258,,313
10334,2024-03-10 13:13:56.659537,User_47,logout,527
10335,2024-03-09 22:42:07.104459,User_46,purchase,110
10336,2024-03-07 02:35:55.635682,User_109,purchase,662
10337,2024-03-03 22:13:44.045588,User_181,purchase,62
10338,2024-03-08 01:35:41.564157,User_224,logout,465
10339,2024-03-04 16:45:46.624875,User_422,logout,595
10340,2024-03-01 06:56:55.92608,User_449,login,305
10341,2024-03-06 22:22:06.998647,User_490,click,966
10342,2024-03-01 21:32:02.220112,User_324,page_view,617
10343,2024-03-05 23:37:31.511521,User_215,page_view,843
10344,2024-03-08 17:08:49.012037,User_51,purchase,207
10345,2024-03-06 01:41:12.139643,User_331,purchase,415
10346,2024-03-07 13:09:00.739376,User_193,,38
10347,2024-03-02 12:22:16.943279,User_368,logout,166
10348,2024-03-10 19:52:45.880903,User_203,page_view,725
10349,2024-03-01 18:53:03.693522,User_200,purchase,443
10350,2024-03-07 16:33:13.755613,User_356,click,818
10351,2024-03-08 09:01:38.591019,User_327,logout,702
10352,2024-03-10 12:24:17.559342,User_307,click,761
10353,2024-03-01 03:49:41.627695,User_195,click,456
10354,2024-03-07 23:40:07.51579,User_315,click,56
10355,2024-03-06 17:10:33.5633,User_297,logout,472
10356,2024-03-10 20:25:43.203003,User_256,page_view,369
10357,2024-03-01 20:56:02.827632,User_132,purchase,311
10358,2024-03-07 17:42:20.957017,User_283,click,161
10359,2024-03-01 17:03:16.710278,User_310,page_view,419
10360,2024-03-05 06:11:54.848823,User_29,page_view,225
10361,2024-03-09 05:18:45.143223,User_297,click,789
10362,2024-03-07 01:20:45.525222,User_206,login,342
10363,2024-03-05 00:19:16.208,User_436,purchase,138
10364,2024-03-05 13:41:38.989902,User_83,click,178
10365,2024-03-07 02:58:23.976248,User_35,purchase,473
10366,2024-03-07 14:52:01.421651,User_386,click,620
10367,2024-03-06 11:13:41.770399,User_90,page_view,970
10368,2024-03-01 09:28:13.543108,User_103,click,854
10369,2024-03-04 08:54:53.496647,User_405,page_view,849
10370,2024-03-04 11:22:12.3715,User_319,login,665
10371,2024-03-01 07:23:10.172077,User_110,logout,553
10372,2024-03-10 05:13:14.210059,User_298,logout,968
10373,2024-03-04 05:17:28.11601,User_318,click,339
10374,2024-03-10 15:09:51.13115,User_455,purchase,328
10375,2024-03-05 16:55:34.42576,User_185,purchase,330
10376,2024-03-05 07:59:07.2415,User_390,page_view,471
10377,2024-03-10 18:32:52.7739,User_475,click,800
10378,2024-03-03 11:21:09.201334,User_401,logout,715
10379,2024-03-01 18:19:27.883413,User_377,purchase,555
10380,2024-03-04 23:29:38.10889,User_51,logout,502
10381,2024-03-03 16:25:26.311633,User_89,login,103
10382,2024-03-03 03:20:28.902457,User_175,logout,111
10383,2024-03-01 10:29:54.939955,User_430,purchase,771
10384,2024-03-01 16:24:58.475483,User_2,login,235
10385,2024-03-09 05:58:16.431147,User_182,purchase,654
10386,2024-03-04 22:30:51.555323,User_460,page_view,324
10387,2024-03-06 20:44:52.557182,User_71,purchase,739
10388,2024-03-02 22:16:46.587004,User_63,login,985
10389,2024-03-09 00:27:24.703199,User_86,page_view,608
10390,2024-03-10 21:07:25.765999,User_108,purchase,12
10391,2024-03-06 03:56:07.655078,User_340,click,881
10392,2024-03-05 03:57:04.19089,User_24,page_view,792
10393,2024-03-09 06:20:22.017119,User_186,page_view,380
10394,2024-03-09 17:31:34.094366,User_428,page_view,198
10395,2024-03-01 05:21:19.952464,User_309,page_view,614
10396,2024-03-06 16:06:24.096583,User_252,login,89
10397,2024-03-08 23:35:59.599085,User_266,page_view,370
10398,2024-03-06 12:10:24.265719,User_110,purchase,827
10399,2024-03-02 10:09:16.189937,User_377,page_view,652
10400,2024-03-04 12:46:59.507527,User_224,logout,687
10401,2024-03-09 16:00:52.060724,User_234,click,957
10402,2024-03-02 19:43:40.528933,User_5,purchase,303
10403,2024-03-04 03:00:34.430942,User_339,click,14
10404,2024-03-08 15:05:47.33283,User_41,login,623
10405,2024-03-10 18:05:46.907482,User_69,click,658
10406,2024-03-08 06:24:07.497127,User_254,purchase,950
10407,2024-03-10 22:12:42.467042,User_213,,152
10408,2024-03-10 14:20:11.521532,User_18,logout,326
10409,2024-03-07 02:43:00.5669,User_174,page_view,944
10410,2024-03-01 00:02:34.023083,User_296,,485
10411,2024-03-01 13:38:16.98247,User_208,purchase,613
10412,2024-03-01 16:39:44.06535,User_248,,129
10413,2024-03-06 17:28:02.978173,User_75,click,327
10414,2024-03-10 19:22:46.286285,User_33,click,991
10415,2024-03-09 04:06:47.088974,User_25,page_view,695
10416,2024-03-06 15:27:57.650254,User_450,page_view,836
10417,2024-03-10 09:50:09.874107,User_308,purchase,891
10418,2024-03-03 20:44:58.429875,User_372,click,842
10419,2024-03-06 09:56:37.817879,User_46,page_view,954
10420,2024-03-04 08:07:06.878093,User_231,logout,605
10421,2024-03-04 22:24:20.835944,User_353,page_view,348
10422,2024-03-07 11:56:21.113429,User_232,,30
10423,2024-03-09 07:16:30.933399,User_468,click,392
10424,2024-03-10 21:34:14.767967,User_235,click,116
10425,2024-03-09 14:15:16.742169,User_70,click,987
10426,2024-03-07 10:01:14.541927,User_233,click,687
10427,2024-03-04 06:08:12.609961,User_465,,712
10428,2024-03-01 23:59:52.222844,User_375,login,549
10429,2024-03-01 11:41:23.118318,User_401,purchase,2
10430,2024-03-01 18:32:21.96632,User_280,click,521
10431,2024-03-09 01:55:19.04731,User_27,page_view,164
10432,2024-03-04 02:11:28.547541,User_331,,242
10433,2024-03-06 02:48:40.648655,User_257,login,222
10434,2024-03-01 21:20:36.534669,User_490,page_view,922
10435,2024-03-03 20:15:25.117558,User_273,click,473
10436,2024-03-03 22:09:46.387203,User_485,purchase,176
10437,2024-03-10 13:16:16.378954,User_149,page_view,273
10438,2024-03-04 13:22:12.655791,User_382,login,629
10439,2024-03-07 23:22:38.794176,User_411,logout,349
10440,2024-03-05 21:45:26.041965,User_75,page_view,82
10441,2024-03-01 18:33:56.514277,User_205,page_view,29
10442,2024-03-10 21:48:49.261884,User_201,click,535
10443,2024-03-09 20:58:25.336081,User_80,logout,803
10444,2024-03-05 05:36:37.468637,User_296,logout,251
10445,2024-03-04 13:31:41.928824,User_330,purchase,670
10446,2024-03-04 17:39:29.126717,User_239,purchase,281
10447,2024-03-04 10:22:37.386472,User_136,,70
10448,2024-03-02 09:11:55.239683,User_279,logout,642
10449,2024-03-01 12:28:11.790766,User_137,purchase,102
10450,2024-03-03 03:04:14.996764,User_266,purchase,992
10451,2024-03-09 15:53:31.958544,User_374,login,883
10452,2024-03-06 14:13:54.493736,User_433,page_view,662
10453,2024-03-06 11:16:12.744693,User_45,login,483
10454,2024-03-03 20:26:27.294728,User_13,click,48
10455,2024-03-08 09:18:13.07481,User_250,,720
10456,2024-03-07 04:39:26.45191,User_465,page_view,864
10457,2024-03-08 13:18:51.314468,User_417,logout,925
10458,2024-03-04 19:56:02.219081,User_318,login,887
10459,2024-03-04 19:39:30.18879,User_133,logout,485
10460,2024-03-04 21:15:24.5166,User_266,purchase,839
10461,2024-03-04 13:03:49.758181,User_263,,53
10462,2024-03-04 04:44:00.622263,User_419,click,150
10463,2024-03-07 23:58:51.459537,User_95,logout,254
10464,2024-03-06 00:42:53.623832,User_327,purchase,202
10465,2024-03-07 20:26:51.791862,User_402,page_view,791
10466,2024-03-08 00:13:29.778472,User_263,purchase,75
10467,2024-03-10 11:24:43.389423,User_1,,365
10468,2024-03-02 09:34:02.609868,User_302,purchase,867
10469,2024-03-07 16:05:01.918443,User_259,purchase,16
10470,2024-03-06 17:45:39.972008,User_95,click,278
10471,2024-03-10 00:31:31.044697,User_245,logout,513
10472,2024-03-10 13:38:46.836848,User_144,login,506
10473,2024-03-01 07:51:55.782015,User_229,login,553
10474,2024-03-08 03:12:55.352238,User_19,logout,380
10475,2024-03-01 22:00:58.16904,User_481,login,876
10476,2024-03-01 14:43:41.882469,User_484,purchase,681
10477,2024-03-10 06:31:36.517888,User_457,page_view,504
10478,2024-03-01 03:19:49.323456,User_440,page_view,963
10479,2024-03-04 04:55:06.406375,User_45,logout,367
10480,2024-03-09 00:49:57.114216,User_448,logout,289
10481,2024-03-04 16:45:23.766178,User_256,,973
10482,2024-03-07 11:21:21.621203,User_325,purchase,207
10483,2024-03-04 15:52:54.845712,User_492,click,122
10484,2024-03-07 16:53:56.4252,User_38,page_view,943
10485,2024-03-02 20:32:41.411517,User_33,click,735
10486,2024-03-07 19:28:47.673311,User_120,purchase,19
10487,2024-03-08 08:35:10.952019,User_301,,512
10488,2024-03-08 18:47:05.400826,User_171,click,807
10489,2024-03-07 21:59:03.392903,User_255,purchase,617
10490,2024-03-07 06:23:19.773403,User_344,,873
10491,2024-03-07 05:44:06.953813,User_231,logout,853
10492,2024-03-08 13:56:21.628264,User_286,logout,610
10493,2024-03-05 19:25:03.981935,User_217,logout,764
10494,2024-03-05 23:19:05.216401,User_272,logout,848
10495,2024-03-06 04:15:33.932947,User_475,login,326
10496,2024-03-06 21:08:47.039129,User_164,,117
10497,2024-03-02 10:23:14.332503,User_217,purchase,569
10498,2024-03-02 10:19:19.539889,User_259,page_view,801
10499,2024-03-05 12:19:34.190083,User_189,login,716
10500,2024-03-05 07:15:06.165233,User_22,logout,526
