log_id,timestamp,user_id,event_type,session_id
5123,2024-02-10 05:52:59.977974,User_392,logout,873
5124,2024-02-01 17:28:47.433769,User_460,logout,345
5125,2024-02-03 16:50:13.77937,User_425,logout,188
5126,2024-02-02 04:46:33.301724,User_265,login,727
5127,2024-02-05 08:07:05.277888,User_483,,204
5128,2024-02-10 22:11:19.743183,User_103,purchase,833
5129,2024-02-04 03:02:08.864812,User_225,purchase,111
5130,2024-02-02 15:45:35.066656,User_352,purchase,341
5131,2024-02-05 05:20:28.971556,User_19,logout,199
5132,2024-02-08 21:30:22.456499,User_74,,667
5133,2024-02-07 09:56:45.487633,User_176,purchase,83
5134,2024-02-01 21:25:34.120983,User_72,page_view,343
5135,2024-02-04 18:52:33.921286,User_325,page_view,750
5136,2024-02-03 02:52:58.489156,User_420,,81
5137,2024-02-07 00:51:51.057045,User_471,click,93
5138,2024-02-04 23:24:02.556933,User_331,page_view,852
5139,2024-02-07 07:39:40.756244,User_52,page_view,668
5140,2024-02-05 20:32:45.0553,User_337,page_view,176
5141,2024-02-09 15:28:02.899764,User_51,logout,578
5142,2024-02-09 00:21:30.248455,User_347,click,720
5143,2024-02-05 10:34:12.613025,User_456,page_view,4
5144,2024-02-08 21:18:24.934744,User_288,click,931
5145,2024-02-04 05:59:37.12615,User_480,page_view,553
5146,2024-02-10 23:33:39.267137,User_115,page_view,984
5147,2024-02-04 00:22:26.454393,User_223,,353
5148,2024-02-03 15:13:10.617837,User_356,purchase,33
5149,2024-02-02 06:59:35.341246,User_119,purchase,674
5150,2024-02-07 06:18:30.729767,User_356,page_view,647
5151,2024-02-08 12:14:52.041256,User_169,purchase,757
5152,2024-02-10 21:52:58.592359,User_394,logout,420
5153,2024-02-06 20:17:07.609412,User_429,purchase,223
5154,2024-02-06 00:24:30.521326,User_471,logout,653
5155,2024-02-02 08:14:17.132756,User_2,click,577
5156,2024-02-02 10:31:02.206392,User_98,purchase,929
5157,2024-02-03 06:53:12.88561,User_92,purchase,41
5158,2024-02-04 10:50:46.870863,User_499,purchase,187
5159,2024-02-03 00:41:48.012178,User_123,page_view,168
5160,2024-02-08 12:36:24.307297,User_457,purchase,788
5161,2024-02-03 19:02:50.705515,User_8,click,729
5162,2024-02-06 09:30:55.667568,User_372,page_view,184
5163,2024-02-02 14:54:48.430942,User_327,click,12
5164,2024-02-02 19:25:56.300551,User_142,page_view,91
5165,2024-02-05 06:16:37.721417,User_126,purchase,10
5166,2024-02-06 16:43:48.026916,User_175,page_view,174
5167,2024-02-08 13:01:50.348798,User_303,login,599
5168,2024-02-07 05:09:35.775048,User_429,click,414
5169,2024-02-03 23:31:20.029718,User_368,page_view,244
5170,2024-02-06 20:09:51.979033,User_121,click,505
5171,2024-02-08 03:16:31.466513,User_445,logout,332
5172,2024-02-04 23:17:46.580193,User_25,logout,451
5173,2024-02-04 15:50:37.756551,User_293,logout,36
5174,2024-02-02 14:30:35.019825,User_445,click,419
5175,2024-02-05 13:35:47.419535,User_30,click,463
5176,2024-02-05 09:52:10.560939,User_295,page_view,661
5177,2024-02-08 17:07:29.534118,User_202,logout,149
5178,2024-02-02 04:10:40.277665,User_364,purchase,32
5179,2024-02-03 10:25:52.324578,User_480,logout,762
5180,2024-02-03 22:14:24.554334,User_307,logout,993
5181,2024-02-09 08:42:41.572195,User_470,page_view,384
5182,2024-02-04 06:33:24.218837,User_362,page_view,529
5183,2024-02-05 08:42:13.692539,User_49,,778
5184,2024-02-03 18:02:43.79591,User_67,,964
5185,2024-02-06 03:23:20.92498,User_271,purchase,768
5186,2024-02-06 03:51:27.334071,User_385,login,301
5187,2024-02-04 16:19:47.507258,User_332,login,726
5188,2024-02-05 19:04:25.045708,User_403,logout,327
5189,2024-02-06 11:06:09.519478,User_364,click,766
5190,2024-02-05 04:06:30.513452,User_429,page_view,302
5191,2024-02-07 17:23:26.669763,User_204,,6
5192,2024-02-03 14:40:06.653001,User_383,click,329
5193,2024-02-10 07:34:46.744056,User_119,purchase,200
5194,2024-02-09 16:58:03.328578,User_101,login,994
5195,2024-02-04 23:35:39.826082,User_212,logout,300
5196,2024-02-10 18:46:18.261157,User_183,logout,833
5197,2024-02-08 22:37:17.445241,User_35,click,320
5198,2024-02-10 17:22:40.287614,User_351,page_view,266
5199,2024-02-04 11:44:51.293713,User_37,page_view,609
5200,2024-02-10 04:53:36.397891,User_292,login,193
5201,2024-02-09 12:48:19.112122,User_66,purchase,672
5202,2024-02-03 15:17:59.291938,User_359,page_view,516
5203,2024-02-02 02:26:57.980132,User_377,click,471
5204,2024-02-02 23:35:19.940863,User_387,logout,617
5205,2024-02-02 03:47:06.632987,User_192,page_view,831
5206,2024-02-06 08:17:08.01143,User_212,purchase,415
5207,2024-02-01 08:23:13.373946,User_173,purchase,669
5208,2024-02-09 10:42:20.080134,User_297,page_view,422
5209,2024-02-04 13:16:00.75997,User_5,click,865
5210,2024-02-04 05:20:30.504245,User_26,page_view,728
5211,2024-02-09 00:03:14.318215,User_204,click,782
5212,2024-02-01 20:16:20.295982,User_465,click,964
5213,2024-02-09 23:43:42.43885,User_67,purchase,541
5214,2024-02-10 22:57:56.945384,User_74,logout,384
5215,2024-02-10 05:55:49.984697,User_250,purchase,797
5216,2024-02-05 01:50:58.687391,User_148,logout,855
5217,2024-02-05 00:57:47.35926,User_208,click,14
5218,2024-02-06 16:52:33.789939,User_248,logout,940
5219,2024-02-03 11:27:37.1027,User_178,logout,498
5220,2024-02-06 17:04:06.843649,User_112,click,11
5221,2024-02-08 13:33:21.39983,User_12,purchase,236
5222,2024-02-04 16:36:20.484427,User_243,page_view,913
5223,2024-02-04 20:44:48.983992,User_267,purchase,15
5224,2024-02-03 14:00:40.651532,User_61,,581
5225,2024-02-05 20:04:50.682258,User_99,click,804
5226,2024-02-02 10:19:39.880412,User_385,click,56
5227,2024-02-04 17:11:05.001101,User_152,click,559
5228,2024-02-04 23:08:00.570836,User_139,purchase,617
5229,2024-02-06 06:49:03.411623,User_270,logout,178
5230,2024-02-06 02:49:50.473661,User_483,logout,176
5231,2024-02-06 17:33:11.582058,User_61,logout,630
5232,2024-02-09 18:42:14.438208,User_427,click,982
5233,2024-02-05 18:06:20.235356,User_56,logout,440
5234,2024-02-04 01:26:11.164378,User_110,,236
5235,2024-02-06 16:13:44.093284,User_467,page_view,512
5236,2024-02-09 04:57:04.601227,User_152,page_view,805
5237,2024-02-02 04:48:16.634637,User_2,,442
5238,2024-02-03 20:27:54.661917,User_459,click,390
5239,2024-02-06 03:15:02.399543,User_307,login,935
5240,2024-02-08 17:31:10.631022,User_296,click,325
5241,2024-02-09 05:25:23.576321,User_206,click,920
5242,2024-02-10 18:53:06.738391,User_305,purchase,62
5243,2024-02-02 03:26:21.742753,User_315,logout,213
5244,2024-02-04 20:55:07.643375,User_169,logout,71
5245,2024-02-04 00:55:54.743478,User_88,page_view,933
5246,2024-02-03 11:13:18.505666,User_125,click,39
5247,2024-02-03 02:44:18.424749,User_287,logout,905
5248,2024-02-06 21:08:39.49556,User_45,logout,202
5249,2024-02-01 09:37:03.772242,User_46,,371
5250,2024-02-08 10:47:46.900696,User_205,click,504
5251,2024-02-03 22:05:34.820085,User_416,,878
5252,2024-02-04 11:43:52.473693,User_314,login,937
5253,2024-02-09 12:08:40.601503,User_60,page_view,21
5254,2024-02-08 18:22:36.997095,User_480,click,401
5255,2024-02-06 14:46:45.21642,User_221,purchase,83
5256,2024-02-01 12:21:28.931751,User_336,click,983
5257,2024-02-08 08:08:22.423485,User_193,page_view,487
5258,2024-02-02 12:56:14.042333,User_58,click,154
5259,2024-02-01 07:51:52.136676,User_52,logout,642
5260,2024-02-09 11:25:49.096265,User_157,page_view,426
5261,2024-02-01 19:25:45.05886,User_470,purchase,867
5262,2024-02-07 00:33:12.701655,User_31,logout,814
5263,2024-02-09 15:37:57.945693,User_169,page_view,851
5264,2024-02-05 14:38:45.369145,User_480,purchase,63
5265,2024-02-03 19:17:34.68092,User_171,purchase,806
5266,2024-02-10 22:19:37.650958,User_317,page_view,923
5267,2024-02-01 02:30:53.430995,User_174,purchase,903
5268,2024-02-04 03:33:27.007434,User_131,click,679
5269,2024-02-08 00:23:47.751542,User_243,purchase,841
5270,2024-02-08 10:24:27.735323,User_381,,707
5271,2024-02-06 05:56:08.080451,User_341,click,358
5272,2024-02-02 12:08:50.890102,User_416,purchase,603
5273,2024-02-07 11:20:44.413961,User_180,page_view,671
5274,2024-02-04 11:37:27.234395,User_232,click,236
5275,2024-02-08 09:06:59.968317,User_481,purchase,863
5276,2024-02-02 13:59:29.298744,User_100,page_view,438
5277,2024-02-02 16:25:43.034006,User_52,click,533
5278,2024-02-05 17:11:55.531855,User_372,page_view,1000
5279,2024-02-09 17:49:53.558884,User_106,logout,270
5280,2024-02-05 10:13:38.321642,User_406,purchase,294
5281,2024-02-06 17:31:20.057448,User_417,,924
5282,2024-02-03 04:41:30.643045,User_5,logout,639
5283,2024-02-07 01:22:41.292848,User_399,login,798
5284,2024-02-07 15:49:22.749084,User_105,logout,31
5285,2024-02-08 12:21:23.809103,User_11,login,354
5286,2024-02-07 06:24:12.356147,User_466,purchase,116
5287,2024-02-09 12:16:53.601593,User_258,logout,152
5288,2024-02-01 16:57:30.398243,User_102,click,713
5289,2024-02-02 12:42:53.939208,User_311,page_view,668
5290,2024-02-06 22:12:36.49889,User_499,logout,717
5291,2024-02-03 20:56:46.568719,User_200,purchase,770
5292,2024-02-04 05:00:14.502034,User_244,click,618
5293,2024-02-02 05:55:36.054027,User_245,page_view,348
5294,2024-02-04 21:25:19.736513,User_23,logout,827
5295,2024-02-09 22:09:19.634627,User_460,,6
5296,2024-02-07 12:00:11.981665,User_246,page_view,592
5297,2024-02-06 21:56:47.477587,User_419,logout,660
5298,2024-02-03 03:36:49.217052,User_21,purchase,208
5299,2024-02-06 07:36:03.265901,User_348,logout,970
5300,2024-02-07 00:15:17.526884,User_134,logout,671
5301,2024-02-09 07:35:47.028517,User_76,click,862
5302,2024-02-08 10:18:13.706677,User_21,login,986
5303,2024-02-04 16:50:56.954541,User_237,click,90
5304,2024-02-09 04:21:18.382712,User_385,logout,91
5305,2024-02-05 08:59:33.542849,User_126,login,581
5306,2024-02-01 21:53:37.144322,User_312,purchase,543
5307,2024-02-10 02:35:21.221965,User_398,login,747
5308,2024-02-10 20:44:11.116155,User_449,logout,618
5309,2024-02-08 17:47:24.958555,User_54,page_view,661
5310,2024-02-04 11:42:10.459034,User_6,page_view,1000
5311,2024-02-05 05:12:31.892711,User_334,,918
5312,2024-02-04 10:08:25.23869,User_249,,476
5313,2024-02-04 20:20:24.895164,User_211,,734
5314,2024-02-10 10:50:15.258451,User_480,page_view,107
5315,2024-02-02 00:18:10.119335,User_370,logout,230
5316,2024-02-07 09:37:29.286277,User_243,purchase,590
5317,2024-02-08 09:29:08.192362,User_215,,556
5318,2024-02-06 14:33:00.088765,User_468,logout,784
5319,2024-02-02 03:20:55.469708,User_402,click,659
5320,2024-02-03 15:48:50.753461,User_8,,306
5321,2024-02-01 16:48:14.215885,User_34,page_view,658
5322,2024-02-04 11:20:55.242806,User_255,click,448
5323,2024-02-10 02:07:34.542726,User_256,login,596
5324,2024-02-01 11:43:52.933981,User_86,,313
5325,2024-02-02 08:24:30.603056,User_70,purchase,135
5326,2024-02-10 14:11:39.846117,User_146,purchase,439
5327,2024-02-01 18:44:36.744798,User_26,login,562
5328,2024-02-07 23:29:58.96673,User_489,,414
5329,2024-02-03 10:18:54.668863,User_331,purchase,155
5330,2024-02-06 10:46:58.468444,User_303,logout,187
5331,2024-02-09 08:26:47.9353,User_209,login,804
5332,2024-02-04 03:57:15.315711,User_401,click,281
5333,2024-02-05 14:40:50.538813,User_108,purchase,177
5334,2024-02-08 22:39:42.332482,User_214,logout,975
5335,2024-02-03 00:01:06.545056,User_295,logout,588
5336,2024-02-07 15:40:45.665145,User_122,purchase,272
5337,2024-02-03 16:16:40.913571,User_234,logout,77
5338,2024-02-07 01:32:39.523471,User_30,logout,585
5339,2024-02-08 05:34:43.123085,User_447,purchase,174
5340,2024-02-10 06:54:45.452345,User_273,purchase,135
5341,2024-02-08 08:30:45.686179,User_451,click,144
5342,2024-02-09 21:15:24.228981,User_291,click,650
5343,2024-02-01 17:47:38.122422,User_489,logout,423
5344,2024-02-08 08:06:58.61248,User_234,login,486
5345,2024-02-01 10:38:29.618324,User_4,logout,366
5346,2024-02-03 04:04:03.448918,User_361,click,724
5347,2024-02-10 04:21:29.909495,User_471,,989
5348,2024-02-05 20:02:39.188335,User_426,logout,177
5349,2024-02-05 04:55:42.513215,User_348,logout,701
5350,2024-02-01 02:50:16.853719,User_124,,970
5351,2024-02-10 11:56:47.60131,User_258,page_view,109
5352,2024-02-01 10:44:21.660127,User_379,purchase,840
5353,2024-02-03 19:55:11.885185,User_126,page_view,795
5354,2024-02-03 13:43:32.697637,User_433,logout,643
5355,2024-02-03 17:23:48.186085,User_370,page_view,815
5356,2024-02-09 02:38:35.98372,User_89,click,744
5357,2024-02-03 23:00:00.115847,User_431,purchase,193
5358,2024-02-08 04:01:34.43046,User_420,login,410
5359,2024-02-09 00:53:45.791333,User_388,page_view,16
5360,2024-02-07 19:55:03.156445,User_255,logout,507
5361,2024-02-06 01:18:31.257771,User_155,logout,703
5362,2024-02-06 15:42:13.989024,User_435,page_view,596
5363,2024-02-09 15:13:13.817029,User_378,purchase,430
5364,2024-02-07 11:02:53.420905,User_233,purchase,216
5365,2024-02-02 00:49:09.816927,User_323,logout,47
5366,2024-02-05 15:06:46.055963,User_256,click,475
5367,2024-02-03 23:21:16.440462,User_315,login,773
5368,2024-02-07 01:55:59.338444,User_222,logout,475
5369,2024-02-03 21:33:34.411998,User_170,click,202
5370,2024-02-02 19:10:45.498565,User_199,click,574
5371,2024-02-06 20:54:52.275807,User_267,purchase,500
5372,2024-02-03 18:06:09.091029,User_183,,872
5373,2024-02-05 14:22:26.37665,User_288,,765
5374,2024-02-08 09:06:30.325077,User_308,purchase,766
5375,2024-02-05 07:24:12.38817,User_211,page_view,365
5376,2024-02-07 20:44:10.428894,User_6,click,798
5377,2024-02-08 01:28:52.433867,User_232,click,741
5378,2024-02-08 09:04:58.322467,User_147,click,761
5379,2024-02-10 23:03:43.573026,User_491,click,973
5380,2024-02-10 03:33:32.933714,User_105,page_view,542
5381,2024-02-10 20:27:48.325438,User_93,click,128
5382,2024-02-07 09:04:05.467788,User_86,logout,883
5383,2024-02-01 21:42:40.268013,User_12,logout,458
5384,2024-02-06 05:42:07.632448,User_302,logout,510
5385,2024-02-08 12:20:59.241138,User_435,logout,842
5386,2024-02-08 02:11:02.862769,User_397,purchase,320
5387,2024-02-02 20:39:29.770686,User_250,purchase,429
5388,2024-02-03 21:58:22.322699,User_428,purchase,246
5389,2024-02-05 17:23:37.914173,User_288,page_view,497
5390,2024-02-02 21:19:16.470202,User_6,purchase,935
5391,2024-02-04 00:10:32.637935,User_478,,244
5392,2024-02-07 16:02:53.890692,User_429,,611
5393,2024-02-02 08:47:57.719199,User_303,page_view,235
5394,2024-02-08 07:00:22.60289,User_146,page_view,748
5395,2024-02-05 13:54:05.057745,User_1,page_view,921
5396,2024-02-09 00:59:00.281678,User_444,page_view,489
5397,2024-02-04 10:17:16.204535,User_306,page_view,483
5398,2024-02-10 05:37:58.540993,User_222,page_view,6
5399,2024-02-08 20:17:31.32851,User_386,page_view,700
5400,2024-02-02 08:19:40.673202,User_267,purchase,505
5401,2024-02-10 14:40:39.09325,User_157,logout,158
5402,2024-02-09 02:59:42.724866,User_388,click,259
5403,2024-02-01 08:11:29.812593,User_129,page_view,602
5404,2024-02-02 08:42:49.900119,User_208,click,287
5405,2024-02-04 08:25:00.474806,User_436,login,85
5406,2024-02-02 17:37:54.513608,User_334,purchase,93
5407,2024-02-09 18:52:01.592162,User_3,page_view,246
5408,2024-02-10 15:08:54.310679,User_131,page_view,713
5409,2024-02-07 10:43:47.043521,User_383,login,320
5410,2024-02-01 03:01:41.910144,User_199,purchase,376
5411,2024-02-10 05:50:55.734479,User_487,click,22
5412,2024-02-06 03:31:58.024331,User_309,logout,579
5413,2024-02-04 09:08:15.141945,User_448,purchase,235
5414,2024-02-01 01:24:59.20973,User_202,,484
5415,2024-02-06 16:55:10.781548,User_168,logout,274
5416,2024-02-09 15:33:55.291185,User_296,login,51
5417,2024-02-04 01:06:37.479416,User_138,logout,809
5418,2024-02-02 05:43:15.656622,User_293,page_view,807
5419,2024-02-01 11:31:11.31696,User_467,page_view,927
5420,2024-02-08 00:08:34.446092,User_253,login,262
5421,2024-02-06 12:48:05.730414,User_83,,343
5422,2024-02-03 18:58:45.933506,User_115,logout,282
5423,2024-02-01 13:24:10.034352,User_59,click,84
5424,2024-02-02 19:51:39.938475,User_54,page_view,282
5425,2024-02-09 08:31:59.396054,User_24,click,818
5426,2024-02-04 23:16:58.925887,User_370,page_view,680
5427,2024-02-06 11:36:03.664104,User_163,click,424
5428,2024-02-01 15:52:59.631073,User_446,,209
5429,2024-02-03 06:01:49.319888,User_470,page_view,230
5430,2024-02-02 02:23:50.975138,User_11,click,802
5431,2024-02-08 17:10:08.162578,User_45,purchase,784
5432,2024-02-08 23:00:20.424468,User_386,page_view,380
5433,2024-02-04 14:11:34.193374,User_36,click,810
5434,2024-02-04 18:01:05.202125,User_133,,84
5435,2024-02-04 19:41:10.171267,User_434,page_view,775
5436,2024-02-08 09:28:38.87644,User_239,login,489
5437,2024-02-07 15:47:56.594616,User_289,click,808
5438,2024-02-08 20:19:11.652354,User_328,page_view,338
5439,2024-02-05 11:48:43.917405,User_445,login,734
5440,2024-02-02 07:59:20.16833,User_139,page_view,490
5441,2024-02-03 15:55:35.919733,User_193,purchase,83
5442,2024-02-04 12:35:29.854491,User_303,page_view,162
5443,2024-02-08 03:44:58.117562,User_155,click,22
5444,2024-02-09 03:36:10.986046,User_377,click,467
5445,2024-02-05 23:54:51.729356,User_106,purchase,934
5446,2024-02-01 08:32:59.256133,User_270,logout,47
5447,2024-02-05 07:27:35.319116,User_301,logout,100
5448,2024-02-09 21:14:31.804296,User_149,page_view,896
5449,2024-02-04 03:30:56.512169,User_186,,94
5450,2024-02-05 00:07:42.565249,User_171,click,636
5451,2024-02-01 03:50:03.364145,User_92,click,261
5452,2024-02-03 05:41:35.694851,User_268,page_view,35
5453,2024-02-03 18:32:40.891174,User_174,click,42
5454,2024-02-08 04:23:37.465157,User_388,login,653
5455,2024-02-10 07:32:38.201328,User_389,page_view,470
5456,2024-02-01 10:38:03.894871,User_338,,886
5457,2024-02-10 14:59:36.281994,User_193,,652
5458,2024-02-05 20:09:04.548393,User_404,purchase,124
5459,2024-02-04 12:55:29.723006,User_282,purchase,275
5460,2024-02-06 01:05:57.915802,User_432,page_view,136
5461,2024-02-09 12:54:58.500439,User_323,logout,389
5462,2024-02-04 13:34:10.54722,User_70,login,565
5463,2024-02-02 22:22:24.837523,User_148,,664
5464,2024-02-05 04:54:17.705045,User_149,page_view,514
5465,2024-02-02 22:36:43.725895,User_367,purchase,973
5466,2024-02-08 06:41:47.439728,User_444,page_view,979
5467,2024-02-10 02:26:29.388308,User_49,logout,806
5468,2024-02-09 14:29:05.058116,User_412,purchase,668
5469,2024-02-07 09:39:37.429425,User_474,click,526
5470,2024-02-07 01:02:42.963264,User_160,login,486
5471,2024-02-07 05:18:29.419908,User_357,click,613
5472,2024-02-06 03:04:39.697393,User_375,click,71
5473,2024-02-10 20:27:49.66565,User_173,logout,658
5474,2024-02-04 06:09:37.074962,User_115,click,2
5475,2024-02-10 11:24:26.171363,User_406,logout,509
5476,2024-02-09 11:50:43.782131,User_96,click,278
5477,2024-02-09 01:22:09.57707,User_145,purchase,805
5478,2024-02-03 04:04:42.789752,User_55,logout,444
5479,2024-02-01 09:06:04.641454,User_305,logout,707
5480,2024-02-10 19:59:37.211056,User_89,click,901
5481,2024-02-01 23:57:04.636604,User_378,logout,557
5482,2024-02-08 22:11:01.496189,User_120,page_view,318
5483,2024-02-07 02:42:12.054729,User_85,login,525
5484,2024-02-05 14:13:37.835047,User_248,page_view,976
5485,2024-02-04 13:55:47.457291,User_432,login,69
5486,2024-02-09 02:44:26.926796,User_211,login,126
5487,2024-02-03 04:04:36.187684,User_106,page_view,887
5488,2024-02-10 06:29:35.903939,User_148,click,480
5489,2024-02-07 21:22:44.034838,User_499,login,973
5490,2024-02-10 13:28:34.162093,User_142,page_view,221
5491,2024-02-01 10:16:38.037914,User_483,,859
5492,2024-02-10 02:04:46.960549,User_195,page_view,21
5493,2024-02-02 22:30:28.36506,User_258,click,997
5494,2024-02-01 17:09:55.249332,User_70,logout,699
5495,2024-02-01 02:36:52.861703,User_65,page_view,385
5496,2024-02-10 05:21:01.760611,User_343,click,603
5497,2024-02-08 21:26:07.249315,User_273,click,152
5498,2024-02-10 13:59:36.137604,User_233,purchase,318
5499,2024-02-04 04:28:27.955705,User_396,,682
5500,2024-02-06 22:59:21.377784,User_453,page_view,731
